,id,desc,category,price,old_price
0,4740669002279,viinamari hele early sweet karbis 0.5kg,"Puu- ja juurviljad,Puuviljad",2.99,
1,7340011428497,rainbow kiivi karbis 0.5kg,"Puu- ja juurviljad,Puuviljad",1.99,
2,6414894500234,rainbow apelsin navelina i klass 1kg,"Puu- ja juurviljad,Puuviljad",0.99,
3,7340011432371,rainbow avokaado pakitud 0.8kg,"Puu- ja juurviljad,Puuviljad",4.59,
4,5997690711574,õunakrõps golden 0.04kg,"Puu- ja juurviljad,Puuviljad",1.59,
5,5997690707874,õunakrõps jonathan 0.04kg,"Puu- ja juurviljad,Puuviljad",1.59,
6,6414890440176,holland pirn conference pakitud 1kg,"Puu- ja juurviljad,Puuviljad",1.49,
7,2060430700008,belgia õun golden  i klass,"Puu- ja juurviljad,Puuviljad",1.79,
8,2060490100008,costa rica ananass rainbow,"Puu- ja juurviljad,Puuviljad",1.89,
9,2060490500006,brasiilia kollane melon,"Puu- ja juurviljad,Puuviljad",1.79,
10,2060490600003,tšiili avokaado hass söögivalmis,"Puu- ja juurviljad,Puuviljad",5.99,
11,2060493000008,brasiilia laim,"Puu- ja juurviljad,Puuviljad",3.79,
12,2060493100005,hispaania melon roheline,"Puu- ja juurviljad,Puuviljad",2.79,
13,2060505200006,iisrael greip jaffa valge,"Puu- ja juurviljad,Puuviljad",2.89,
14,2060514600002,poola õun  paulared ii klass,"Puu- ja juurviljad,Puuviljad",0.59,
15,2060515000009,prantsusmaa õun granny smith i klass,"Puu- ja juurviljad,Puuviljad",2.19,
16,2060515100006,lav õun royal gala  i klass,"Puu- ja juurviljad,Puuviljad",1.59,
17,2060516200002,itaalia õun red delicios i klass,"Puu- ja juurviljad,Puuviljad",2.19,
18,2060514700009,holland õun tessa i klass,"Puu- ja juurviljad,Puuviljad",3.99,
19,8437010537158,pom´bel õuna-banaani-maasika puuviljamiks 0kg,"Puu- ja juurviljad,Puuviljad",2.49,
20,2060400700007,leedu banaan  chiquita,"Puu- ja juurviljad,Puuviljad",1.29,
21,2060531200001,hiina pomel,"Puu- ja juurviljad,Puuviljad",1.79,
22,8718366803136,eesti füüsal 0.1kg,"Puu- ja juurviljad,Puuviljad",1.69,
23,2060492300000,kolumbia granadill,"Puu- ja juurviljad,Puuviljad",11.99,
24,6414894500609,rainbow hele viinamari prime seedless seemneteta 0.5kg,"Puu- ja juurviljad,Puuviljad",3.49,
25,6414894500401,rainbow tume viinamari sugarthreen seemneteta 0.5kg,"Puu- ja juurviljad,Puuviljad",3.99,
26,2060431500003,eesti õun talvenauding i klass,"Puu- ja juurviljad,Puuviljad",3.29,
27,8713037000241,mehhiko avokaado mahe 0.3kg,"Puu- ja juurviljad,Puuviljad",3.99,
28,8713037001071,itaalia kiivi mahe 0.3kg,"Puu- ja juurviljad,Puuviljad",1.99,
29,2060402500001,hispaania klementiin i klass,"Puu- ja juurviljad,Puuviljad",3.49,
30,6405940735090,elevandiluurannik kookospähkel,"Puu- ja juurviljad,Puuviljad",2.29,
31,2060460200004,türgi viinamari red magic i klass,"Puu- ja juurviljad,Puuviljad",3.99,
32,6414894500241,hispaania rainbow klementiin i klass 1kg,"Puu- ja juurviljad,Puuviljad",1.69,
33,8437010537165,pom´bel õuna-mango puuviljamiks 0kg,"Puu- ja juurviljad,Puuviljad",2.79,
34,2060400200002,hispaania apelsin navelina i klass,"Puu- ja juurviljad,Puuviljad",0.99,
35,2060400600000,iisrael greip star ruby punane,"Puu- ja juurviljad,Puuviljad",1.79,
36,2060400800004,hispaania sidrun ii klass,"Puu- ja juurviljad,Puuviljad",1.99,
37,2060430500004,türgi granaatõun,"Puu- ja juurviljad,Puuviljad",2.39,
38,2060160500008,peruu mango osteen,"Puu- ja juurviljad,Puuviljad",3.79,
39,2060162900004,itaalia verimandariin mandared,"Puu- ja juurviljad,Puuviljad",3.99,
40,2060177900006,holland pirn sweet sensation i klass,"Puu- ja juurviljad,Puuviljad",3.29,
41,2060212300006,pomelo redson jaffa,"Puu- ja juurviljad,Puuviljad",3.99,
42,8437013783293,viinamari karbis tume moldova 0.5kg,"Puu- ja juurviljad,Puuviljad",1.99,
43,2060492900002,tšiili kiivi  ii klass,"Puu- ja juurviljad,Puuviljad",1.59,
44,2060432600009,prantsusmaa õun honey crunch i klass,"Puu- ja juurviljad,Puuviljad",3.59,
45,2060460800006,viinamari tume dark moldova i klass,"Puu- ja juurviljad,Puuviljad",2.39,
46,2060494500002,rainbow arbuus,"Puu- ja juurviljad,Puuviljad",2.29,
47,2060402900009,hispaania apelsin cara cara i klass,"Puu- ja juurviljad,Puuviljad",2.49,
48,8718366857269,avokaado söögivalmis 2 tk,"Puu- ja juurviljad,Puuviljad",1.99,
49,2060442000004,holland pirn conference i klass,"Puu- ja juurviljad,Puuviljad",1.39,
50,2060433700005,holland õun jonagold i  klass,"Puu- ja juurviljad,Puuviljad",0.89,
51,4740669014500,itaalia veriapelsin tarocco 1kg i klass,"Puu- ja juurviljad,Puuviljad",2.99,
52,4742022670033,eesti datlid taldrikul 0.2kg,"Puu- ja juurviljad,Puuviljad",1.19,
53,2060138400002,peruu banaan fair trade,"Puu- ja juurviljad,Puuviljad",2.09,
54,2060159200001,iisrael sweetie jaffa i klass,"Puu- ja juurviljad,Puuviljad",2.99,
55,5902021230457,poola õun royal gala i klass 1kg,"Puu- ja juurviljad,Puuviljad",1.59,
56,2060441600007,holland pirn lukas i klass,"Puu- ja juurviljad,Puuviljad",1.99,
57,2060242900009,brasiilia viinamari hele sugar cisp seemneta,"Puu- ja juurviljad,Puuviljad",3.59,
58,8718963049722,kiivi söömisküps 4 tk pakis,"Puu- ja juurviljad,Puuviljad",3.29,
59,2060177800009,itaalia feijoa,"Puu- ja juurviljad,Puuviljad",8.99,
60,7290104570179,iisrael dattel medjoul 0.5kg,"Puu- ja juurviljad,Puuviljad",7.99,
61,4741116000015,grüne fee lehtsalat  potis,"Puu- ja juurviljad,Köögiviljad",1.29,
62,4740669040127,metsik rukola 0.1kg,"Puu- ja juurviljad,Köögiviljad",1.99,
63,4740669029061,holland sibul võrgus,"Puu- ja juurviljad,Köögiviljad",1.19,
64,4740669040066,salat mesculum 0.1kg,"Puu- ja juurviljad,Köögiviljad",1.99,
65,4740669040073,beebi lehtsalati mix 0.1kg,"Puu- ja juurviljad,Köögiviljad",2.09,
66,4740669030203,maroko kirss-ploomtomat i klass 0.25kg,"Puu- ja juurviljad,Köögiviljad",0.89,
67,4740669040141,beebi  spinat 0.1kg,"Puu- ja juurviljad,Köögiviljad",1.69,
