,Unnamed: 0,id,nimi,kategooria,hind,vana_hind,soodus
2760,3310,1354666,energiajook red bull 0.355l,SH-3-4,1.95,,"
"
2761,3290,165295,riis pikateraline tartu mill 1kg,SH-13-15-90,1.95,,"
"
2762,3325,1006761,maitseainesegu oa- ja maisitakodele s.m.28g,SH-13-11-65,1.95,,"
"
2763,3324,982087,rebitud sealiha bbq kastmes m&m 0.2kg,SH-8-1-30,1.95,,"
"
2764,3323,163539,tee puuvilj ingver sidrun mesi loyd 0kg,SH-13-17-96,1.95,,"
"
2765,3322,1006760,maitseainesegu tšilli&laimitakodele s.m 0.028kg,SH-13-11-65,1.95,,"
"
2766,3321,978553,kanafileesink kuubikud m&m 0.25kg,SH-8-11-20,1.95,,"
"
2767,3320,154066,tee must vaarika dilmah 0kg,SH-13-17-95,1.95,,"
"
2768,3319,982086,rebitud kanaliha punases kastmes m&m 0.2kg,SH-8-1-30,1.95,,"
"
2769,3317,1002356,snäkid mitmevil mahe sin maisi lemmings 0.07kg,SH-13-1-2,1.95,,"
"
2770,3316,179402,tee ürdi jõhvika&ingveri loyd 0kg,SH-13-17-96,1.95,,"
"
2771,3315,973486,köögiviljasegu läätsedega härmavili 0.4kg,SH-4-3-14,1.95,,"
"
2772,3314,172823,drazeekommid  jelly beans haribo 0.175kg,SH-9-3-2,1.95,,"
"
2773,3313,810095,siirup vaarikamaitseline rimi 0.32l,SH-3-8-4,1.95,,"
"
2774,3312,7250100,mänguasi akinu latex mix s-m,SH-7-3-8,1.95,,"
"
2775,3311,1367206,energiajook red bull suhkruvaba 0.355l,SH-3-4,1.95,,"
"
2776,3309,810091,siirup metsmaasikamaitseline rimi 0.32l,SH-3-8-4,1.95,,"
"
2777,3289,974700,kaerapäts 0.4kg,SH-6-6,1.95,,"
"
2778,3306,810380,tursamaks rimi 0.115kg,SH-8-5-9,1.95,,"
"
2779,3285,939941,margariin soolane voimix 60% 0.4kg,SH-11-9-40,1.95,,"
"
2780,3261,191502,piparkoogid tumeda šokolaadiga lambertz 0.25kg,SH-9-3-1,1.95,,"
"
2781,3260,924545,kohupiimakreem brownie alma 0.38kg,SH-11-4-21,1.95,,"
"
2782,3258,200835,hiina kapsas kg,SH-12-2-8,1.95,,"
"
2783,3257,177161,närimiskommid wild berry skittles 0.125kg,SH-9-3-2,1.95,,"
"
2784,3256,1000476,koorekompvekid karamellitäidis werthers 0.135kg,SH-9-3-3,1.95,,"
"
2785,3255,1000469,iiris originaal werther's 0.135kg,SH-9-3-3,1.95,,"
"
2786,3262,812846,lõhe rimi sidruni maitsega 0.17kg,SH-8-5-9,1.95,,"
"
2787,3254,1000468,karamell werther's original 0.135kg,SH-9-3-3,1.95,,"
"
2788,3252,966323,kohupiimakreem mango-virsiku alma 0.38kg,SH-11-4-21,1.95,,"
"
2789,3251,1367050,jäätee peach rose fuzetea zero magusain 1.5l,SH-3-5,1.95,,"
"
2790,3250,1367039,jäätee passionfr fuzetea zero magusain 1.5l,SH-3-5,1.95,,"
"
2791,3248,928414,ehe seasink välisfileest 0.12kg viil,SH-8-11-20,1.95,,"
"
2792,3247,804898,juust rimi tilsit 45% 0.2kg,SH-11-3-19,1.95,,"
"
2793,3288,133988, mais bonduelle 0.58l 0.53kg,SH-13-10-52,1.95,,"
"
2794,3253,199870,närimiskumm puuvilja juicy fruit 0.056kg,SH-9-3-5,1.95,,"
"
2795,3263,198932,kõrvitsasalat porgandiga salvest 0.41kg,SH-13-10-64,1.95,,"
"
2796,3249,917545,jogurt maitsestamata gefilus 2.5%1kg,SH-11-2-8,1.95,,"
"
2797,3267,1350770,õlu miller genuine draft 4.7% 0.33l,SH-1-6,1.95,,"
"
2798,3283,801217,koeratoit grrreat linnulih kons 1.24kg,SH-7-2-4,1.95,,"
"
2799,3266,810534,kilufilee vürtsidega rimi 0.15kg,SH-8-16-21,1.95,,"
"
2800,3282,804588,kassisööt lind.lamm nutribalance 0.415kg,SH-7-1-1,1.95,,"
"
2801,3280,804586,kassisööt lõhe.tursk.nutribalance 0.415kg,SH-7-1-1,1.95,,"
"
2802,3279,801216,koeratoit grrreat veiselih kons 1.24kg,SH-7-2-4,1.95,,"
"
2803,3277,941956,vinnutatud sealihaampsud m&m 0.05kg,SH-8-15,1.95,,"
"
2804,3276,160984,kaeraküpsised väike väänik 0.5kg,SH-9-5-5,1.95,,"
"
2805,3281,804587,kassisööt kalk.kana nutribalance 0.415kg,SH-7-1-1,1.95,,"
"
2806,3274,907113,järlepa kotlet 0.48kg,SH-8-12-30,1.95,,"
"
2807,3273,907017,perepihv 0.4kg,SH-8-12-30,1.95,,"
"
2808,3272,296848,kohupiimakreem rosina alma 0.38kg,SH-11-4-21,1.95,,"
"
2809,3271,808901,näkileivad linaseemnetega öko ica 0.15kg,SH-6-4-10,1.95,,"
"
2810,3268,947070,salat oriental mix veg 1kl 0.1kg,SH-12-6,1.95,,"
"
2811,3270,296847,kohupiimakreem kakao alma 2.5% 0.38kg,SH-11-4-21,1.95,,"
"
2812,3275,807785,munaküpsised suhkrukat ladyfingers rimi 0.2kg,SH-9-5-5,1.95,,"
"
2813,3269,1355849,õlu a.le coq porter 6.5% 0.5l,SH-1-6,1.95,,"
"
2814,3326,904650,kapsas punane kg eesti,SH-12-2-8,1.98,,"
"
2815,3523,263689,snäkk parmigiano-reggiano juustuga 0.085kg,SH-8-15,1.99,,"
"
2816,3522,1361332,aloe vera jook chia seemnetega aleo 0.5l,SH-3-8-2,1.99,,"
"
2817,3521,1360410,sidrunimaits.karastusjook mountain dew 1.5l,SH-3-7,1.99,,"
"
2818,3520,1353351,karastusjook coca-cola 2l,SH-3-7,1.99,,"
"
2819,3517,802506,frankfurter rimi 0.21kg,SH-8-22,1.99,,"
"
2820,3518,808729,maisikrõpsud nacho classic rimi 0.2kg,SH-13-11-65,1.99,,"
"
2821,3516,804805,kartulikrõp rimi hapukoore-juustumaits 0.15kg,SH-9-8-15,1.99,,"
"
2822,3515,804795,kartulikrõpsud rimi tomatimaitselised 0.15kg,SH-9-8-15,1.99,,"
"
2823,3524,809088,broileri poolkoivad rimi 0.5kg,SH-8-9-25,1.99,,"
"
2824,3514,804773,kartulikrõp rimi hapukoore-sibulamaits 0.15kg,SH-9-8-15,1.99,,"
"
2825,3519,926583,pulgajäätis daim 0.11l 0.072kg,SH-4-1-9,1.99,,"
"
2826,3525,202809,juust royal blue 0.1kg,SH-11-3-12,1.99,,"
"
2827,3533,911287,salatikaste caesar 0.23kg,SH-11-6-28,1.99,,"
"
2828,3527,206227,k s seaseljakarbonaad saaremaa 0.12kg,SH-8-11-20,1.99,,"
"
2829,3528,221528,küüslaugu pekk oskar 0.12kg,SH-8-11-20,1.99,,"
"
2830,3529,228404,kodujuust alma 5% 0.38kg,SH-11-4-20,1.99,,"
"
2831,3530,811287,sealihavorstid kabanos rimi 0.12kg,SH-8-15,1.99,,"
"
2832,3531,811288,vorstid linnulihaga kabanos rimi 0.12kg,SH-8-15,1.99,,"
"
2833,3532,906952,kanasink tilliga viilutatud 0.19kg,SH-8-11-20,1.99,,"
"
2834,3534,811601,kartulikrõp vasabimaitselised rimi 0.15kg,SH-9-8-15,1.99,,"
"
2835,3535,7073956,täispuhutav rannapall bestway ss22,SH-5-5-7,1.99,,"
"
2836,3543,980944,jog.jook mango-passion gefilus 0kg,SH-11-2-4,1.99,,"
"
2837,3545,1005526,kommid väh suhkrusisalduse sweet switch 0.022kg,SH-13-1-1,1.99,,"
"
2838,3546,980124,poolkuusink karni viilutatud 0.12kg,SH-8-11-20,1.99,,"
"
2839,3513,220484,skumbria õlis 0.24kg,SH-8-5-9,1.99,,"
"
2840,3526,204004,sulatatud juust kukeseentega merevaik 0.2kg,SH-11-3-15,1.99,,"
"
2841,3512,267548,chicken snack nõo 0.085kg,SH-8-15,1.99,,"
"
2842,3482,188868,puuviljatee cherry love lipton 20pk,SH-13-17-96,1.99,,"
"
2843,3510,7131290,semper kanaroog kuskussiga al 6k 0.12kg,SH-5-6-17,1.99,,"
"
2844,3463,175421,maisikrõps juustu-ketšupi cheetos 0.145kg,SH-9-8-17,1.99,,"
"
2845,3464,153450,küpsised šokol.tükkidega schär glut.vaba 0.1kg,SH-13-1-3,1.99,,"
"
2846,3465,174155,virsiku-mangonektar 40% põltsamaa 1l,SH-3-8-3,1.99,,"
"
2847,3466,165039,kart.krõps klassikalised lorenz naturals 0.1kg,SH-9-8-15,1.99,,"
"
2848,3468,813535,kilud tomatikastmes northland 0.24kg,SH-8-5-7,1.99,,"
"
2849,3469,1370520,õlu sauna lager tanker 5% 0.5l purk,SH-1-6,1.99,,"
"
2850,3470,1370517,õlu tume lager tanker 5% 0.5l purk,SH-1-6,1.99,,"
"
2851,3471,986458,delikatess seahakkliha m&m 0.3kg,SH-8-2-7,1.99,,"
"
2852,3475,100310,kiirkaerahelbed nordic 0.5kg,SH-13-2-9,1.99,,"
"
2853,3477,813844,veiselihaburger rimi express 0.127kg,SH-16-9,1.99,,"
"
2854,3480,985412,jogurtijook kirsi-aroonia gefilus 0kg,SH-11-2-4,1.99,,"
"
2855,3547,1002352,mikropopkorn sinis maisist mahe bluecorn 0.05kg,SH-13-1-2,1.99,,"
"
2856,3511,804771,kartulikrõpsud peekonimaitselised rimi 0.15kg,SH-9-8-15,1.99,,"
"
2857,3483,161509,äädikhape 30% 1l,SH-13-19-104,1.99,,"
"
2858,3485,172783,helbed seemnete ja kliidega veski mati 0.5kg,SH-13-2-12,1.99,,"
"
2859,3488,181816,maisikrõps juustumaitseline cheetos 0.165kg,SH-9-8-17,1.99,,"
"
2860,3489,804772,krõpsud soolatud rimi 0.15kg,SH-9-8-15,1.99,,"
"
2861,3493,971931,karbonaad viilutatud karni 0.12kg,SH-8-11-20,1.99,,"
"
2862,3499,970413,kissell mustsõstra mo saaremaa 0.75kg,SH-11-2-2,1.99,,"
"
2863,3501,812903,vareenikud rimi kohupiimaga 0.4kg,SH-4-7-26,1.99,,"
"
2864,3502,912580,küpsetatud maksapasteet koorega rakvere 0.2kg,SH-8-18,1.99,,"
"
2865,3503,1367829,mahl põnn mustika öko 4kuud 0.24l,SH-5-6-19,1.99,,"
"
2866,3505,974924,kissell jõhvika mo saaremaa 0.75kg,SH-11-2-2,1.99,,"
"
2867,3506,7258537,köögiviljapr veiselihaga põnn öko 0.19kg,SH-5-6-17,1.99,,"
"
2868,3507,7258538,aedviljapüree kanafileega põnn öko 6+ 0.19kg,SH-5-6-17,1.99,,"
"
2869,3508,297794,salat bistro rimi 1kl 0.15kg,SH-12-6,1.99,,"
"
2870,3484,172778,kaera- ja riisihelbe segu veski mati 0.5kg,SH-13-2-12,1.99,,"
"
2871,3548,1001069,riisivahvlid piimašokol.&karamell kupiec 0.07kg,SH-13-1-2,1.99,,"
"
2872,3571,102993,jasmiini riis bosto 0kg,SH-13-15-90,1.99,,"
"
2873,3550,181454,ingver rhumveld 0.15kg,SH-9-4-11,1.99,,"
"
2874,3594,977770,tuunikala õlis gemoss 0.185kg,SH-8-5-8,1.99,2.69,"regular
"
2875,3595,1372179,õlu vabalava eripruul lehe 4.8% 0.44l purk,SH-1-6,1.99,,"
"
2876,3596,1010594,jõhvikad apelsinišokolaadis loodusvägi 0.05kg,SH-13-1-3,1.99,,"
"
2877,3597,995524,margariin classic 75% rama 0.4kg,SH-11-9-40,1.99,2.59,"regular
"
2878,3600,1011134,tume šokolaad täidisega tuljak kalev 0.105kg,SH-9-9-22,1.99,,"
"
2879,3602,988181,tükeldatud jääsalat fit & easy 0.2kg,SH-12-6,1.99,,"
"
2880,3603,1371844,õlu staropramen unfiltered 5% 0.5l purk,SH-1-6,1.99,,"
"
2881,3604,1371836,õlu staropramen granat 4.8% 0.5l purk,SH-1-6,1.99,,"
"
2882,3605,183943,küpsised piparkoogimaitselised domino 0.175kg,SH-9-3-1,1.99,,"
"
2883,3606,160890,mais magus heinz 0.4kg,SH-13-10-52,1.99,,"
"
2884,3607,993387,riivjuust atleet pitsale valio 0.2kg,SH-11-3-18,1.99,2.65,"regular
"
2885,3608,975524,baklazaan min 0.3kg,SH-12-2-7,1.99,,"
"
2886,3611,1372219,õlu vana villem london porter 5.4% 0.5l pudel,SH-1-6,1.99,,"
"
2887,3614,7275159,lima cola koos pallidega mr.boo 0.09kg,SH-5-5-6,1.99,,"
"
2888,3617,975528,fenkol 1tk,SH-12-2-12,1.99,,"
"
2889,3618,1368202,siider somersby mango&lime 4.5% 0.5l purk,SH-1-8,1.99,,"
"
2890,3619,813204,lehttainakeerud meresoola pipra rimi 0.125kg,SH-9-5-6,1.99,,"
"
2891,3620,7228868,lendketas technok ss22,SH-5-5-7,1.99,,"
"
2892,3621,1011553,arbuusijook pfanner 30% 1l,SH-3-8-2,1.99,,"
"
2893,3625,1011152,küpsetussegu šokolaadimuffin dr oetker 0.138kg,SH-13-13-82,1.99,,"
"
2894,3626,1370666,siirup vaarikamaitseline aura 0.75l pet,SH-3-8-4,1.99,,"
"
2895,3627,1370664,siirup pirnimaitseline aura 0.75l pet,SH-3-8-4,1.99,,"
"
2896,3629,1004351,piimašokolaad pähklitega nurr 0.1kg,SH-9-9-20,1.99,,"
"
2897,3631,1354350,kali klassikaline a.le coq 2l,SH-3-6,1.99,,"
"
2898,3462,105872,piimabatoonikesed kalev pilveke 0.15kg,SH-9-6-8,1.99,,"
"
2899,3593,1372209,õlu restart nanopruul 5.6% 0.33l pudel,SH-1-6,1.99,,"
"
2900,3592,1372218,õlu vana villem saaremaa mönus 5% 0.5l pudel,SH-1-6,1.99,,"
"
2901,3591,977767,tuunikala tükid soolvees gemoss 0.185kg,SH-8-5-8,1.99,2.69,"regular
"
2902,3587,943713,kookose-vaarika toorbatoon be beautiful 0.035kg,SH-19-6-1,1.99,,"
"
2903,3551,100551,odrajahu veski mati 1.5kg,SH-13-4-20,1.99,,"
"
2904,3552,1004842,kummikommid puuvilj fruity bussi haribo 0.2kg,SH-9-3-2,1.99,,"
"
2905,3553,1368823,õlu anarkist motueka lager 5.5% 0.5l purk,SH-1-6,1.99,,"
"
2906,3554,1368822,õlu anarkist new england ipa 5.4% 0.5l purk,SH-1-6,1.99,,"
"
2907,3555,1359225,siider somersby apple 4.5% 0.5l purk,SH-1-8,1.99,,"
"
2908,3557,979214,miniviiner rakvere 0.26kg,SH-8-22,1.99,,"
"
2909,3558,952495,juust riivitud mozzarella galbani 0.15kg,SH-11-3-10,1.99,,"
"
2910,3561,980869,sealihast kotletid glut.vaba rannarootsi 0.2kg,SH-8-2-6,1.99,,"
"
2911,3562,7042163,koeramaius pedigree schmackos 12tk,SH-7-2-5,1.99,,"
"
2912,3565,941067,riis köögiviljadega 0.4kg,SH-16-1,1.99,,"
"
2913,3566,920706,jogurtijook metsamarja gefilus 0kg,SH-11-2-4,1.99,,"
"
2914,3567,909222,požarski kotlet 0.35kg,SH-8-12-30,1.99,2.79,"regular
"
2915,3549,808842,soolapulgad rosmariiniga rimi 0.125kg,SH-9-5-6,1.99,,"
"
2916,3568,812090,pepperoncini piprad rimi marin.600g 0.26kg,SH-13-10-57,1.99,,"
"
2917,3570,195662,salatiporgand salvest 0.4kg,SH-13-10-55,1.99,,"
"
2918,3572,192392,bio juurviljapuljong maggi 0.08kg,SH-13-8-43,1.99,,"
"
2919,3573,173286,läätsed aurutatud bonduelle vapeur 0.31kg,SH-13-10-49,1.99,,"
"
2920,3574,171903,punased oad bbq kastmes bonduelle 0.43kg,SH-13-10-50,1.99,,"
"
2921,3575,171894,valge uba karrikastmes bonduelle 0.43l,SH-13-10-50,1.99,,"
"
2922,3576,1365387,perry somersby pear 4.5% 0.5l purk,SH-1-8,1.99,,"
"
2923,3581,7258543,aedvili pasta veiselihaga põnn öko 0.19kg,SH-5-6-17,1.99,,"
"
2924,3582,7258540,aedviljapüree kalaga põnn 6+ 0.19kg,SH-5-6-17,1.99,,"
"
2925,3583,980320,sulatatud juust mix merevaik 0.14kg,SH-11-3-15,1.99,,"
"
2926,3584,104085,kummiko puuvilj quaxi froschli haribo 0.2kg,SH-9-3-2,1.99,,"
"
2927,3585,953811,be active musta sõstra-mandli toorbatoon 0.035kg,SH-19-6-1,1.99,,"
"
2928,3586,943714,maapähklivõi-proteiini toorbatoon be fit 0.035kg,SH-19-6-1,1.99,,"
"
2929,3569,292673,jogurt maitsestamata alma 2.5% 1kg,SH-11-2-8,1.99,,"
"
2930,3461,157114,batoonikesed kalev mesikäpp 0.15kg,SH-9-6-8,1.99,,"
"
2931,3415,221528,küüslaugu pekk oskar 0.12kg,SH-8-11-20,1.99,,"
"
2932,3458,105822,suhkur demerara dansukker 0.5kg,SH-13-13-85,1.99,,"
"
2933,3369,1356191,porgandimahl kadarbiku 0.5l,SH-12-8-36,1.99,,"
"
2934,3370,206435,heeringafilee hapukoore-sibula 0.15kg,SH-8-16-20,1.99,,"
"
2935,3371,161407,küpsised vanillim.täidise mesikäpp dops 0.21kg,SH-9-5-5,1.99,2.49,"regular
"
2936,3372,161408,küpsised kakaomait.täidise mesikäpp dops 0.21kg,SH-9-5-5,1.99,2.49,"regular
"
2937,3373,155755,vahvlitorbikud ica 0.11kg,SH-9-10,1.99,,"
"
2938,3374,103868,piimapuder hipp head ööd küpsistega 4k 0.19kg,SH-5-6-17,1.99,,"
"
2939,3375,103870,teraviljapuder hipp piimasegu puuv 4k 0.19kg,SH-5-6-17,1.99,,"
"
2940,3376,103885,püree hipp õuna-banaani teravilja 6k 0.19kg,SH-5-6-23,1.99,,"
"
2941,3378,810765,koera närimispulgad ica hambahoold 0.18kg,SH-7-2-5,1.99,,"
"
2942,3380,1361332,aloe vera jook chia seemnetega aleo 0.5l,SH-3-8-2,1.99,,"
"
2943,3382,811601,kartulikrõp vasabimaitselised rimi 0.15kg,SH-9-8-15,1.99,,"
"
2944,3383,172783,helbed seemnete ja kliidega veski mati 0.5kg,SH-13-2-12,1.99,,"
"
2945,3384,174155,virsiku-mangonektar 40% põltsamaa 1l,SH-3-8-3,1.99,,"
"
2946,3385,100310,kiirkaerahelbed nordic 0.5kg,SH-13-2-9,1.99,,"
"
2947,3386,153450,küpsised šokol.tükkidega schär glut.vaba 0.1kg,SH-13-1-3,1.99,,"
"
2948,3387,805759,tee must ceylon rimi 0.08kg,SH-13-17-95,1.99,,"
"
2949,3388,109075,kookoskreem thai choice 0.4l,SH-13-11-67,1.99,2.59,"loyalty
"
2950,3389,142160,kohv jahvat filterkannu paulig classic 0.1kg,SH-13-9-44,1.99,,"
"
2951,3390,155205,rukkitäisterajahu tartu mill 1.5kg,SH-13-4-22,1.99,,"
"
2952,3391,155213,segujahu plaadikoogi tartu mill 0.4kg,SH-13-4-18,1.99,,"
"
2953,3392,809488,kuskuss rimi planet 0.5kg,SH-13-18-101,1.99,,"
"
2954,3393,809614,bulgur rimi 0.5kg,SH-13-18-101,1.99,,"
"
2955,3394,809616,täistera bulgur pruun rimi 0.5kg,SH-13-18-101,1.99,,"
"
2956,3395,811484,"müsli rimi šokol.,banaan.,rosinat 0.35kg",SH-13-3-16,1.99,,"
"
2957,3396,102355,kummikommid haribo kuldkarud 0.2kg,SH-9-3-2,1.99,,"
"
2958,3368,801291,soolapulgad rimi 0.125kg,SH-9-5-6,1.99,,"
"
2959,3397,103201,kummikommid haribo fantaasia 0.2kg,SH-9-3-2,1.99,,"
"
2960,3367,274745,pärmi-lehttaigen eesti pagar 0.5kg,SH-4-6-24,1.99,2.89,"regular
"
2961,3363,297792,salat provanssaali rimi 1kl 0.15kg,SH-12-6,1.99,,"
"
2962,3327,105822,suhkur demerara dansukker 0.5kg,SH-13-13-85,1.99,,"
"
2963,3329,7125343,närimispulk koertele friskies funt 0.175kg,SH-7-2-5,1.99,,"
"
2964,3330,7125329,närimispulk friskies picnic koerale126g,SH-7-2-5,1.99,,"
"
2965,3332,1364965,limonaad hibisk&õun soft punch öko 0.25l,SH-3-8-2,1.99,,"
"
2966,3336,7107206,püree põnn spagetid-bolognese 8k 0.12kg,SH-5-6-17,1.99,,"
"
2967,3338,175421,maisikrõps juustu-ketšupi cheetos 0.145kg,SH-9-8-17,1.99,,"
"
2968,3340,181816,maisikrõps juustumaitseline cheetos 0.165kg,SH-9-8-17,1.99,,"
"
2969,3341,804771,kartulikrõpsud peekonimaitselised rimi 0.15kg,SH-9-8-15,1.99,,"
"
2970,3342,804772,krõpsud soolatud rimi 0.15kg,SH-9-8-15,1.99,,"
"
2971,3343,804773,kartulikrõp rimi hapukoore-sibulamaits 0.15kg,SH-9-8-15,1.99,,"
"
2972,3344,804795,kartulikrõpsud rimi tomatimaitselised 0.15kg,SH-9-8-15,1.99,,"
"
2973,3345,804805,kartulikrõp rimi hapukoore-juustumaits 0.15kg,SH-9-8-15,1.99,,"
"
2974,3346,802506,frankfurter rimi 0.21kg,SH-8-22,1.99,,"
"
2975,3347,808729,maisikrõpsud nacho classic rimi 0.2kg,SH-13-11-65,1.99,,"
"
2976,3348,926583,pulgajäätis daim 0.11l 0.072kg,SH-4-1-9,1.99,,"
"
2977,3349,1353351,karastusjook coca-cola 2l,SH-3-7,1.99,,"
"
2978,3350,157114,batoonikesed kalev mesikäpp 0.15kg,SH-9-6-8,1.99,,"
"
2979,3354,277147,viineripirukas sinepi-kurgi 0.16kg,SH-6-6,1.99,,"
"
2980,3355,905516,avokaado pakitud rimi 0.75kg,SH-12-1-25,1.99,3.59,"regular
"
2981,3356,211248,mandariin clemenules 1kl kg,SH-12-5-29,1.99,,"
"
2982,3357,295321,ploomtomatid rimi 1kl 0.5kg,SH-12-2-14,1.99,,"
"
2983,3358,296785,ploomtomat chocmato rimi 1kl 0.25kg,SH-12-2-14,1.99,,"
"
2984,3360,900264,mais keedu 450 g ica,SH-12-2-12,1.99,,"
"
2985,3361,929293,kapsas porgandiga marinaadis rimi 0.9kg,SH-12-9,1.99,,"
"
2986,3362,932517,ploomtomat mini oranz rimi 1kl 0.25kg,SH-12-2-14,1.99,,"
"
2987,3365,1360410,sidrunimaits.karastusjook mountain dew 1.5l,SH-3-7,1.99,,"
"
2988,3398,105872,piimabatoonikesed kalev pilveke 0.15kg,SH-9-6-8,1.99,,"
"
2989,3399,165317,piimabatoonike vahvliga kalev mesikäpp 0.15kg,SH-9-6-8,1.99,,"
"
2990,3429,921751,riivjuust atleet cheddar valio 0.2kg,SH-11-3-18,1.99,2.65,"regular
"
2991,3430,936478,kohupiim liisu 9% 0.25kg,SH-11-4-21,1.99,,"
"
2992,3431,940346,seemneleib fazer 0.4kg,SH-6-3-15,1.99,,"
"
2993,3432,103463,oad tšillikastmes bonduelle 0.43kg,SH-13-10-50,1.99,,"
"
2994,3433,144984,seljanka lihata 3min 0.48kg,SH-13-10-58,1.99,,"
"
2995,3434,1350757,õlu stella artois 5% 0.33l pdl,SH-1-6,1.99,,"
"
2996,3435,1359508,õlu kronenbourg 1664 lager 5% 0.5l,SH-1-6,1.99,,"
"
2997,3436,1359563,siider somersby blackberry 4.5% 0.5l purk,SH-1-8,1.99,,"
"
2998,3437,1359509,õlu kronenbourg 1664 blanc 5% 0.5l purk,SH-1-6,1.99,,"
"
2999,3438,808341,vutimunad rimi 12tk,SH-11-7-31,1.99,,"
"
3000,3439,805767,tee roheline jasmiini rimi 0.08kg,SH-13-17-97,1.99,,"
"
3001,3441,947291,hapukurk peipsi 0.4kg,SH-12-9,1.99,,"
"
3002,3442,805767,tee roheline jasmiini rimi 0.08kg,SH-13-17-97,1.99,,"
"
3003,3443,142160,kohv jahvat filterkannu paulig classic 0.1kg,SH-13-9-44,1.99,,"
"
3004,3444,155205,rukkitäisterajahu tartu mill 1.5kg,SH-13-4-22,1.99,,"
"
3005,3445,155213,segujahu plaadikoogi tartu mill 0.4kg,SH-13-4-18,1.99,,"
"
3006,3446,809488,kuskuss rimi planet 0.5kg,SH-13-18-101,1.99,,"
"
3007,3447,809614,bulgur rimi 0.5kg,SH-13-18-101,1.99,,"
"
3008,3448,809616,täistera bulgur pruun rimi 0.5kg,SH-13-18-101,1.99,,"
"
3009,3449,811484,"müsli rimi šokol.,banaan.,rosinat 0.35kg",SH-13-3-16,1.99,,"
"
3010,3450,102355,kummikommid haribo kuldkarud 0.2kg,SH-9-3-2,1.99,,"
"
3011,3451,805759,tee must ceylon rimi 0.08kg,SH-13-17-95,1.99,,"
"
3012,3452,103201,kummikommid haribo fantaasia 0.2kg,SH-9-3-2,1.99,,"
"
3013,3453,165317,piimabatoonike vahvliga kalev mesikäpp 0.15kg,SH-9-6-8,1.99,,"
"
3014,3454,809901,lasanje i love eco 0.5kg,SH-13-14-86,1.99,,"
"
3015,3455,1356539,jook reload tsitruse laimi vitamin well 50cl,SH-3-13,1.99,,"
"
3016,3400,809901,lasanje i love eco 0.5kg,SH-13-14-86,1.99,,"
"
3017,3456,1359270,jook vitamin well upgrade 0.5l,SH-3-13,1.99,,"
"
3018,3428,913238,riivjuust atleet küpsetistele valio 0.2kg,SH-11-3-18,1.99,2.65,"regular
"
3019,3426,809619,rukki näkileivad küüslauguga rimi 0.15kg,SH-6-4-10,1.99,,"
"
3020,3401,1356539,jook reload tsitruse laimi vitamin well 50cl,SH-3-13,1.99,,"
"
3021,3402,1359270,jook vitamin well upgrade 0.5l,SH-3-13,1.99,,"
"
3022,3403,1366401,jook vitamin well celebrate 0.5l,SH-3-13,1.99,,"
"
3023,3404,119049,pralineekommid kalev 0.175kg,SH-9-6-8,1.99,2.69,"loyalty
"
3024,3405,158007,pralineekommid pistaatsiapähklite kalev 0.175kg,SH-9-6-8,1.99,2.69,"loyalty
"
3025,3406,180999,pralineekommid kalev maiuspala 0.175kg,SH-9-6-8,1.99,2.69,"loyalty
"
3026,3407,122889,kommid india pähklitega kalev praline 0.175kg,SH-9-6-8,1.99,2.69,"loyalty
"
3027,3408,172778,kaera- ja riisihelbe segu veski mati 0.5kg,SH-13-2-12,1.99,,"
"
3028,3409,161509,äädikhape 30% 1l,SH-13-19-104,1.99,,"
"
3029,3410,188868,puuviljatee cherry love lipton 20pk,SH-13-17-96,1.99,,"
"
3030,3411,102993,jasmiini riis bosto 0kg,SH-13-15-90,1.99,,"
"
3031,3412,202809,juust royal blue 0.1kg,SH-11-3-12,1.99,,"
"
3032,3413,204004,sulatatud juust kukeseentega merevaik 0.2kg,SH-11-3-15,1.99,,"
"
3033,3414,206227,k s seaseljakarbonaad saaremaa 0.12kg,SH-8-11-20,1.99,,"
"
3034,3459,1364965,limonaad hibisk&õun soft punch öko 0.25l,SH-3-8-2,1.99,,"
"
3035,3416,228404,kodujuust alma 5% 0.38kg,SH-11-4-20,1.99,,"
"
3036,3417,811287,sealihavorstid kabanos rimi 0.12kg,SH-8-15,1.99,,"
"
3037,3418,811288,vorstid linnulihaga kabanos rimi 0.12kg,SH-8-15,1.99,,"
"
3038,3419,906952,kanasink tilliga viilutatud 0.19kg,SH-8-11-20,1.99,,"
"
3039,3420,911287,salatikaste caesar 0.23kg,SH-11-6-28,1.99,,"
"
3040,3421,220484,skumbria õlis 0.24kg,SH-8-5-9,1.99,,"
"
3041,3422,263689,snäkk parmigiano-reggiano juustuga 0.085kg,SH-8-15,1.99,,"
"
3042,3423,267548,chicken snack nõo 0.085kg,SH-8-15,1.99,,"
"
3043,3424,809088,broileri poolkoivad rimi 0.5kg,SH-8-9-25,1.99,,"
"
3044,3425,270143,verivorst rakvere 0.5kg,SH-8-1-20,1.99,,"
"
3045,3427,907870,must näkileib päevalilleseemnetega fazer 0.15kg,SH-6-4-10,1.99,,"
"
3046,3457,1366401,jook vitamin well celebrate 0.5l,SH-3-13,1.99,,"
"
3047,3636,200798,avokaado kg,SH-12-1-25,2.0,,"
"
3048,3634,200836,lehtpetersell kg,SH-12-3,2.0,,"
"
3049,3635,212348,ploom punane kg,SH-12-5-25,2.0,,"
"
