,Unnamed: 0,id,desc,category,price,old_price,discount_type
0,0,653703,tuletikud rimi,10-54-105,0.08,,"
"
1,7,277122,mitmeviljakukkel 0.035kg,SH-6-6,0.18,,"
"
2,9,124854,pulgakomm fazer muumi 0.008kg,SH-9-6-11,0.19,,"
"
3,10,267403,presspärm nordic 0.05kg,SH-13-13-83,0.19,,"
"
4,11,808709,kohvijook lahustuv 3in1 rimi 0.018kg,SH-13-9-47,0.19,,"
"
5,13,156466,kohvijook jacobs 3in1 mixes 0.0152kg,SH-13-9-47,0.22,,"
"
6,16,812163,toiduželatiin rimi basic 0.02kg,SH-13-13-80,0.24,,"
"
7,17,194437,kakaojook opti start nesquik 0.0135kg,SH-13-5,0.25,,"
"
8,18,193844,kohv lahustuv 3in1 strong nescafé 0.017kg,SH-13-9-47,0.25,,"
"
9,19,193845,kohv lahustuv 3in1 pruun suhkur nescafe 0.0165kg,SH-13-9-47,0.25,,"
"
10,21,193837,kohv lahustuv 3in1 nescafé classic 0.0165kg,SH-13-9-47,0.25,,"
"
11,22,193835,kohvijook lahustuv 2in1 nescafé 0.008kg,SH-13-9-47,0.25,,"
"
12,23,257086,kohupiimadessert gl vanilli jeppi 0.038kg,SH-11-2-7,0.25,,"
"
13,24,198508,kohvijook lahustuv karamel jacobs 3in1 0.0169kg,SH-13-9-47,0.26,,"
"
14,28,172940,kohvijook lahustuv 2in1 jacobs 0.014kg,SH-13-9-47,0.27,,"
"
15,25,175906,kohvijook lahustuv cafe latte jacobs 0.0125kg,SH-13-9-47,0.27,,"
"
16,32,101372,närimiskommid red band tutti frutti 0.015kg,SH-9-3-2,0.29,,"
"
17,35,812162,sidrunhape rimi basic 0.03kg,SH-13-13-81,0.3,,"
"
18,37,811931,kanalihamaitselised kiirnuudlid rimi basic 50,SH-13-8-39,0.31,,"
"
19,38,812182,veiseliham kiirnuudlid rimi basic 0.05kg,SH-13-8-39,0.31,,"
"
20,39,814058,kuivpärm rimi basic 0.012kg,SH-13-13-83,0.31,,"
"
21,43,163121,mesi korio 0.025kg,SH-13-10-53,0.32,,"
"
22,45,211266,punane sibul kg,SH-12-1-6,0.33,,"
"
23,46,812161,vanilliinsuhkur rimi basic 0.035kg,SH-13-13-81,0.34,,"
"
24,49,1358802,allikavesi karboniseerimata rimi kids 0.5l,SH-3-12-8,0.35,,"
"
25,50,113612,nätsukomm erinevad maitsed mamba 0.0265kg,SH-9-3-2,0.35,,"
"
26,51,1358820,allikavesi karboniseerimata rimi 0.5l,SH-3-12-8,0.35,,"
"
27,53,1358811,allikavesi karboniseeritud rimi 0.5l,SH-3-12-8,0.35,,"
"
28,54,811966,küpsised rimi basic klassik 0.155kg,SH-9-5-5,0.35,,"
"
29,55,269082,kohuke vanilli karums 0.045kg,SH-11-2-7,0.35,0.45,"regular
"
30,56,812160,jahvatatud must pipar rimi basic 0.015kg,SH-13-12-75,0.36,,"
"
31,59,811346,kohuke küpsiste ja želeetükkidega rimi 0.038kg,SH-11-2-7,0.37,,"
"
32,58,811936,köögiviljamaitselised kiirnuudlid rimi basic,SH-13-8-39,0.37,,"
"
33,57,811336,kohuke karamelliglasuuriga rimi 0.038kg,SH-11-2-7,0.37,,"
"
34,78,812378,mahlajook rimi multipuuvilja 0.2l,SH-3-8-2,0.39,,"
"
35,77,812372,"mahlajook rimi apelsini,banaani,virsiku 0.2l",SH-3-8-2,0.39,,"
"
36,76,269085,kohuke karamelli karums 0.045kg,SH-11-2-7,0.39,0.49,"regular
"
37,74,257082,kakaodessert gl šokolaadi jeppi 0.038kg,SH-11-2-7,0.39,,"
"
38,73,949418,kohupiimadessert valge gl jeppi 0.038kg,SH-11-2-7,0.39,,"
"
39,72,269083,kohuke šokolaadi karums 0.045kg,SH-11-2-7,0.39,0.49,"regular
"
40,71,128630,kummikommid red band tutti frutti hearts 0.015kg,SH-9-3-2,0.39,,"
"
41,70,811957,kiirsupp rimi express kana ja nuudlitega 0.014kg,SH-13-8-41,0.39,,"
"
42,69,811953,tomati-kiirsupp rimi express nuudlitega 0.021kg,SH-13-8-41,0.39,,"
"
43,75,257084,kohupiimadessert gl vaarika jeppi 0.038kg,SH-11-2-7,0.39,,"
"
44,67,101375,vahvlibatoon fazer suffeli 0.021kg,SH-9-9-21,0.39,,"
"
45,66,196749,maasikajook limpa 0.25l,SH-3-8-2,0.39,,"
"
46,65,805782,kassisööt purrrfect linnul tükid kastm 0.1kg,SH-7-1-1,0.39,,"
"
47,64,812371,mahlajook rimi virsiku ja viinamarja 0.2l,SH-3-8-2,0.39,,"
"
48,63,812630,õunamahlajook rimi 0.2l,SH-3-8-2,0.39,,"
"
49,68,1350162,joogivesi saaremaa 0.5l,SH-3-12-8,0.39,,"
"
50,62,1003246,kohvijook lahustuv cappuccino nescafe 0.015kg,SH-13-9-47,0.39,,"
"
51,61,987102,kohuke maasika karums 0.045kg,SH-11-2-7,0.39,,"
"
52,60,269071,kohuke kookose karums 0.045kg,SH-11-2-7,0.39,0.54,"regular
"
53,87,804290,tee ürdi kummeli rimi basic 0.02kg,SH-13-17-98,0.41,,"
"
54,86,809242,karamellid münt rimi basic 0.1kg,SH-9-3-3,0.41,,"
"
55,88,937834,mangokohuke karums 0.045kg,SH-11-2-7,0.42,0.54,"regular
"
56,89,812875,kohvikoor rimi basic 10% 0.2l,SH-11-5-24,0.43,,"
"
57,90,811315,rohelised oliivid rimi basic kivid 0.18kg 0.07kg,SH-13-10-56,0.43,,"
"
58,91,804228,makaron knees-sarveke rimi basic 0.4kg,SH-13-14-20,0.43,,"
"
59,92,995341,mini lihapirukas cannelle 0.02kg,SH-6-6,0.43,,"
"
60,93,147406,lahustuv pärm dr.oetker 0.007kg,SH-13-13-83,0.44,,"
"
61,94,1350294,vesi gaasiga saaremaa 0.5l,SH-3-12-8,0.44,,"
"
62,105,138796,kartulipuder või ja tilliga 5 min maggi 0.035kg,SH-13-8-40,0.45,,"
"
63,107,299322,dessert zottis vanilje zott 0.115kg,SH-11-2-2,0.45,,"
"
64,106,299158,dessert zottis šhokolaadi zott 0.115kg,SH-11-2-2,0.45,,"
"
65,100,276039,kartul pesemata kg eesti,SH-12-1-1,0.45,,"
"
66,96,150324,vahukoore tardaine dr.oetker 0.009kg,SH-13-13-79,0.45,,"
"
67,98,162138,nätsukommid hapu õuna chewits xtreme 0.03kg,SH-9-3-2,0.45,,"
"
68,97,100973,nätsukommid maasikamaitselised chewits 0.029kg,SH-9-3-2,0.45,,"
"
69,99,138797,kartulipuder rõõsakoorega 5 min maggi 0.035kg,SH-13-8-40,0.45,,"
"
70,95,812164,must pipar rimi basic 0.02kg,SH-13-12-75,0.45,,"
"
71,108,167976,müslibatoon maasika ja jogurti herkuless 0.025kg,SH-13-3-17,0.46,,"
"
72,109,805808,kassisööt purrrfect kala lihaga 0.1kg,SH-7-1-1,0.47,,"
"
73,110,805800,kassisööt purrrfect loomalihaga 0.1kg,SH-7-1-1,0.47,,"
"
74,111,805807,"kassisööt purrrfect loomalihaga,linnulih,100g",SH-7-1-1,0.47,,"
"
75,116,805798,müslibatoon banaani piimašokololaadi rimi 0.03kg,SH-13-3-17,0.48,,"
"
76,115,805781,müslibatoon jõhvika-vaarika jogurti rimi 0.03kg,SH-13-3-17,0.48,,"
"
77,112,210112,tšillipipar punane 1kl kg,SH-12-2-13,0.48,,"
"
78,114,805779,müslibatoon metsamarja jogurti rimi 0.03kg,SH-13-3-17,0.48,,"
"
79,129,198832,müslibatoon jogurti&troopili puuvil axa 0.025kg,SH-13-3-17,0.49,,"
"
80,135,934294,kohuke laktoosivaba vanilli saare 0.04kg,SH-11-2-7,0.49,,"
"
81,134,290810,kaneelirull 0.065kg rimi pagaritelt,SH-6-6,0.49,,"
"
82,133,276888,rukki-riisipirukas 0.065kg,SH-6-6,0.49,,"
"
83,136,298217,koorene kohuke toffe saare 0.04kg,SH-11-2-7,0.49,,"
"
84,126,136947,jook maasika-õuna-virsiku 0.2l tymbark,SH-3-8-2,0.49,,"
"
85,122,804229,makaronid nuudlid rimi basic 0.4kg,SH-13-14-20,0.49,,"
"
86,123,101019,piimašokolaad kinder country 0.024kg,SH-9-9-21,0.49,,"
"
87,121,804289,tee ürdi piparmündi rimi basic 0kg,SH-13-17-98,0.49,,"
"
88,120,196738,multijook limpa 0.25l,SH-3-8-2,0.49,,"
"
89,119,165545,jook õuna-virsiku tymbark frozen 0.2l,SH-3-8-2,0.49,,"
"
90,124,202729,kohuke mustikamoosiga tere 0.043kg,SH-11-2-7,0.49,,"
"
91,137,149478,vanillisuhkur dr.oetker 0.016kg,SH-13-13-81,0.5,,"
"
92,139,148171,vahvel piima-pähklikreemiga knoppers 0.025kg,SH-9-10,0.5,,"
"
93,140,811952,kiirsupp rimi express kana krutoonidega 0.016kg,SH-13-8-41,0.5,,"
"
94,141,811951,"kiirsupp rimi express seente,krutoon 0.016kg",SH-13-8-41,0.5,,"
"
95,142,200133,kohuke classic tere 0.043kg,SH-11-2-7,0.5,,"
"
96,146,102860,šokolaadibatoon daim 0.028kg,SH-9-9-21,0.51,,"
"
97,145,1358780,allikavesi karboniseerimata rimi 0.75l,SH-3-12-8,0.51,,"
"
98,143,194335,kiirsupp herne ja krutoonidega maggi 0.022kg,SH-13-8-41,0.51,,"
"
99,144,193468,kiirkanasupp nuudlitega 5min maggi 0.012kg,SH-13-8-41,0.51,,"
"
100,150,168212,jook vaarika-mustika drako 0.2l,SH-3-8-2,0.52,,"
"
101,152,164832,jook maasika-õuna drako 0.2l,SH-3-8-2,0.52,,"
"
102,153,164843,jook pirni-õuna drako 0.2l,SH-3-8-2,0.52,,"
"
103,154,101280,jook õuna põltsamaa 0.2l,SH-3-8-2,0.52,,"
"
104,155,107728,jook apelsini-õuna põltsamaa 0.2l,SH-3-8-2,0.52,,"
"
105,156,119550,mahlajook multi põltsamaa 0.2l,SH-3-8-2,0.52,,"
"
106,157,290795,kreemisai rimi pagaritelt 0.05kg,SH-6-6,0.52,,"
"
107,166,974084,tarretis tutti-frutti jänks 0.15kg,SH-11-2-2,0.53,,"
"
108,169,200130,kohuke jõhvikamoosiga tere 0.043kg,SH-11-2-7,0.53,,"
"
109,168,811873,"koerasööt nutribalance veise,küülik.100g",SH-7-2-4,0.53,,"
"
110,167,811874,koerasööt nutribalance kalkunilih 0.1kg,SH-7-2-4,0.53,,"
"
111,163,813829,seajalad jahutatud rimi kg,SH-8-14-25,0.53,,"
"
112,164,911229,tarretis kirsi jänks 0.15kg,SH-11-2-2,0.53,,"
"
113,161,267828,kohuke juustukoogi tere 0.043kg,SH-11-2-7,0.53,,"
"
114,158,812078,hibiskiõietee rimi basic 20 x 0.0015kg,SH-13-17-98,0.53,,"
"
115,165,1350165,vesi gaasiga saaremaa 1.5l,SH-3-12-8,0.53,,"
"
116,170,269157,sidrunikohuke karums 0.045kg,SH-11-2-7,0.54,,"
"
117,171,215172,redis kg,SH-12-1-5,0.54,,"
"
118,186,1364648,mineraalvesi rimi karboniseeritud 0.5l,SH-3-12-8,0.55,,"
"
119,185,1364660,mineraalvesi rimi karboniseerimata 0.5l,SH-3-12-8,0.55,,"
"
120,187,1011149,tordikaunistused dr oetker hõbepärlid 0.01kg,SH-13-13-82,0.55,,"
"
121,184,988376,biskviitmaius kirsitäidisega fantasia 0.027kg,SH-11-2-7,0.55,0.69,"regular
"
122,190,1350492,vesi gaasita aura spring 0.5l,SH-3-12-8,0.55,,"
"
123,191,805780,müslibatoon šokolaadi rimi 0.03kg,SH-13-3-17,0.55,,"
"
124,192,1358810,allikavesi karboniseerimata rimi 1.5l,SH-3-12-8,0.55,,"
"
125,189,1354183,vesi karbonis sidrunim vichy classique 0.5l,SH-3-12-9,0.55,,"
"
126,183,276076,porgand kg eesti,SH-12-1-4,0.55,,"
"
127,188,1358793,allikavesi karboniseeritud rimi 1.5l,SH-3-12-8,0.55,,"
"
128,181,812823,riisivahvlid rimi tom basiilikuga 0.025kg,SH-13-1-2,0.55,,"
"
129,180,812824,riisivahvlid rimi juustuga 0.025kg,SH-13-1-2,0.55,,"
"
130,179,123465,šokolaad milky way 0.0215kg,SH-9-9-21,0.55,,"
"
131,178,994731,kohuke maapähkl-karamell 28% magija 0.045kg,SH-11-2-7,0.55,,"
"
132,182,200640,redis tuutu 0.125kg,SH-12-1-5,0.55,0.69,"regular
"
133,177,988375,biskviitmaius karamellitäidisega fantasia 0.027kg,SH-11-2-7,0.55,0.69,"regular
"
134,176,994740,kohuke küpsise 22.6% magija 0.045kg,SH-11-2-7,0.55,,"
"
135,175,122348,vilekomm maasikamaitseline chupa chups 0.015kg,SH-9-6-11,0.55,,"
"
136,174,200267,kohvikoor alma 10% 0.2l,SH-11-5-24,0.55,,"
"
137,193,139984,mahlajää limon-guanabamaits limpa 0.07kg,SH-4-1-5,0.56,,"
"
138,194,914488,kohuke vanilli ja belgia šokol aasa 0.04kg,SH-11-2-7,0.56,,"
"
139,195,927544,kohuke šokol.tükkidega aasa 0.04kg,SH-11-2-7,0.56,,"
"
140,196,947656,mini maasikasõõrik sulatatud 0.023kg,SH-6-6,0.56,,"
"
141,197,268815,ploomtomat 1kl kg,SH-12-2-14,0.56,,"
"
142,198,149477,küpsetuspulber dr.oetker 0.03kg,SH-13-13-83,0.56,,"
"
143,201,1350301,vesi gaasiga spring aura 0.5l pet,SH-3-12-8,0.57,,"
"
144,199,162902,nätsukommid rainbow fruittella 0.041kg,SH-9-3-2,0.57,,"
"
145,200,268137,hea sai eesti pagar 0.3kg,SH-6-7-22,0.57,,"
"
146,219,804149,vormiküpsised kondenspiimaga rimi basic 0.16kg,SH-9-5-5,0.59,,"
"
147,231,7002950,kiisueine gourmet perle kana 0.085kg,SH-7-1-1,0.59,0.88,"regular
"
148,230,165575,seenesupp krutoonidega maggi 0.016kg,SH-13-8-41,0.59,,"
"
149,229,123354,batoon nesquik nestle 0.025kg,SH-13-3-17,0.59,,"
"
150,228,123356,batoon cini minis nestle 0.025kg,SH-13-3-17,0.59,,"
"
151,227,103170,tomatipasta pomi 0.2kg,SH-13-6-31,0.59,,"
"
152,226,995250,klassik sõõrik tumeda glas eesti pagar 0.052kg,SH-6-6,0.59,,"
"
153,225,947460,mahlajää apel-pirn-mango 0.065l 0.065kg,SH-4-1-5,0.59,,"
"
154,224,140055,kiirsupp kanapüree saiakuubikutega maggi 0.016kg,SH-13-8-41,0.59,,"
"
155,223,140057,kiirsupp punapeedi saiakuub maggi 0.016kg,SH-13-8-41,0.59,,"
"
156,222,140089,kiirsupp šampinjoni saiakuubikutega maggi 0.015kg,SH-13-8-41,0.59,,"
"
157,220,802499,joogijogurt maasika rimi 0.1kg,SH-11-2-4,0.59,,"
"
158,218,278770,sibul 50 70 mm kg,SH-12-1-6,0.59,,"
"
159,221,152614,juustusupp saiakuubikutega maggi 0.019kg,SH-13-8-41,0.59,,"
"
160,216,995428,seenepirukas eesti sai 0.08kg,SH-6-6,0.59,,"
"
161,202,804358,kuivatatud dattel kivita awake 0.15kg,SH-9-4-11,0.59,0.89,"loyalty
"
162,203,994300,kohupiimakreem rabarberikisselliga alma 0.14kg,SH-11-4-21,0.59,0.85,"loyalty
"
163,204,980925,kohupiimakr metsamarjakissell alma 0.14kg,SH-11-4-21,0.59,0.85,"loyalty
"
164,217,274188,puding monte šokolaadi zott 0.055kg,SH-11-2-2,0.59,,"
"
165,207,804391,maapähkel röst ja soolatud  awake 0.15kg,SH-9-4-14,0.59,0.85,"loyalty
"
166,208,123355,hommikueine batoon nestle choapic 0.025kg,SH-13-3-17,0.59,,"
"
167,205,980909,kohupiimakr metsmaas.kissell alma 0.14kg,SH-11-4-21,0.59,0.85,"loyalty
"
168,210,7002952,kiisueine gourmet perle forelli-spi 0.085kg,SH-7-1-1,0.59,0.88,"regular
"
169,212,196298,piimašokolaad erinevad valikud kalev 0.02kg,SH-9-3-1,0.59,,"
"
170,213,1004269,maisihelbebatoon gluteenivaba nestle 0.022kg,SH-13-3-17,0.59,,"
"
171,214,290741,võiroos rimi pagaritelt 0.07kg,SH-6-6,0.59,,"
"
172,215,1371565,alkoholivaba õlu beerville 0.5l,SH-3-1,0.59,0.61,"regular
"
173,209,7002951,kiisueine gourmet perle uluki-aedvilja 0.085kg,SH-7-1-1,0.59,0.88,"regular
"
174,232,1350164,joogivesi saaremaa 1.5l,SH-3-12-8,0.6,,"
"
175,233,804745,tulemasin rimi,10-54-105,0.6,,"
"
176,234,811930,peekonimaitselised kiirnuudlid rimi basic 0.05kg,SH-13-8-39,0.6,,"
"
177,235,804285,tee roheline rimi basic 0.08kg,SH-13-17-97,0.6,,"
"
178,237,988595,kohuke vaarika aasa 0.04kg,SH-11-2-7,0.62,,"
"
179,244,809209,karamellid homaarid rimi basic 0.1kg,SH-9-3-3,0.63,,"
"
180,243,211196,apelsin navelina 1kl kg,SH-12-5-29,0.63,,"
"
181,238,7050955,tuletikud rimi xl 100tk 55mm,10-54-105,0.63,,"
"
182,240,947475,moosipall sulatatud 0.06kg,SH-6-6,0.63,,"
"
183,241,995333,kirsitäidis kohupiimapall cannelle 0.035kg,SH-6-6,0.63,,"
"
184,245,173465,müslibatoon jõhvika-vaarika sante crunchy 0.04kg,SH-13-3-17,0.64,,"
"
185,246,1001859,müslibatoon šok kaera sante granola 0.04kg,SH-13-3-17,0.64,,"
"
186,247,1001870,müslibatoon mee-kaera sante granola 0.04kg,SH-13-3-17,0.64,,"
"
187,248,1001865,müslibatoon ban šok sante crunchy 0.04kg,SH-13-3-17,0.64,,"
"
188,249,173474,müslibatoon ploomi crunchy sante 0.04kg,SH-13-3-17,0.64,,"
"
189,264,7255790,kiisueine felix kalkun peekon 0.085kg,SH-7-1-1,0.65,,"
"
190,272,1358982,karbon.kar.jook njoy sidruni-laimi 0.33l,SH-3-7,0.65,,"
"
191,265,7255789,kiisueine felix fantastic lõhe 0.085kg,SH-7-1-1,0.65,,"
"
192,266,7255802,kiisueine felix fantastic küülik 0.085kg,SH-7-1-1,0.65,,"
"
193,270,173164,batoon küpsise&marmelaadi kirju koer 0.036kg,SH-9-9-21,0.65,,"
"
194,268,163821,piimašokolaad kalev anneke 0.02kg,SH-9-9-21,0.65,,"
"
195,269,121640,närimiskumm white spearmint orbit 0.014kg,SH-9-3-5,0.65,,"
"
196,271,975226,portugali sai pastel de nata 0.066kg,SH-6-6,0.65,,"
"
197,263,163652,maisipallid iirisega mesikäpp mõnus maius 0.025kg,SH-9-3-3,0.65,,"
"
198,267,7255800,kiisueine felix lõhe kreveti 0.085kg,SH-7-1-1,0.65,,"
"
199,262,7255788,kiisueine felix porgand kana tarren 0.085kg,SH-7-1-1,0.65,,"
"
200,258,7255778,kiisueine felix kassipoegadele kana 0.085kg,SH-7-1-1,0.65,,"
"
201,260,1358978,karbon.kar.jook njoy sidruni-maasika 0.33l,SH-3-7,0.65,,"
"
202,261,7255787,kiisueine felix fantastic kana 0.085kg,SH-7-1-1,0.65,,"
"
203,251,136901,vormiküpsised kalev 0.163kg,SH-9-5-5,0.65,0.95,"loyalty
"
204,252,1359627,mineraalvesi karboniseerimata neptunas 0.5l,SH-3-12-8,0.65,,"
"
205,253,7255776,kiisueine felix part spinat tarrend 0.085kg,SH-7-1-1,0.65,,"
"
206,250,277285,litši kg,SH-12-5-28,0.65,,"
"
207,256,958603,jogurt tuubis maasika smile 0.065kg,SH-11-2-5,0.65,,"
"
208,257,7255777,kiisueine felix veisel tomat tarre 0.085kg,SH-7-1-1,0.65,,"
"
209,259,7255779,kiisueine felix fantastic kalkun 0.085kg,SH-7-1-1,0.65,,"
"
210,254,812297,kons.valg.oad rimi basic tomatikast.400g,SH-13-10-50,0.65,,"
"
211,273,101364,koorekompvekid werthers originaal 0.05kg,SH-9-3-2,0.66,,"
"
212,274,995351,väike marjatäid.berliner la lorraine 0.025kg,SH-6-6,0.66,,"
"
213,276,102306,närimiskumm spearmint orbit 0.014kg,SH-9-3-5,0.66,,"
"
214,282,1006648,kõrvitsasupp läätsedega knorr 0.022kg,SH-13-8-41,0.67,,"
"
215,279,1006660,guljašš pastaga knorr 0.016kg,SH-13-8-41,0.67,,"
"
216,280,266894,tomat 1kl kg,SH-12-2-14,0.67,,"
"
217,281,802408,piimaš.sarapuupähklitükkidega poesia100g,SH-9-9-20,0.67,,"
"
218,284,1000261,vahvlibatoon b-ready nutella 0.022kg,SH-9-9-21,0.68,,"
"
219,285,944437,vanillimaitseline kreemisaiake 0.088kg,SH-6-6,0.68,,"
"
220,283,162632,juustusupp knorr 0.022kg,SH-13-8-41,0.68,,"
"
221,323,139415,batoon nestle fitness chocolate 0.0235kg,SH-13-3-17,0.69,,"
"
222,324,810934,söögiäädikas rimi basic 30% 0.33l,SH-13-19-104,0.69,,"
"
223,325,121040,närimiskumm arbuusi orbit suhkruvaba 0.014kg,SH-9-3-5,0.69,,"
"
224,326,152442,šokolaadibatoon fazer geisha 0.037kg,SH-9-9-21,0.69,,"
"
225,327,103156,närimiskumm sweetmint orbit suhkruvaba 0.014kg,SH-9-3-5,0.69,,"
"
226,328,185575,batoon nestle fitness red berries 0.0235kg,SH-13-3-17,0.69,,"
"
227,330,1351880,soodavesi 0.33l,SH-3-12-8,0.69,,"
"
228,342,1007305,kaerahelbepuder healthy skin nesvita 0.035kg,SH-13-2-12,0.69,,"
"
229,331,202762,piim alma 2.5% 0.5l,SH-11-8-37,0.69,,"
"
230,332,1366371,õlu a le coq premium 4.7% 0.33l purk,SH-1-6,0.69,,"
"
231,334,946371,kohuke kookosega aasa 0.04kg,SH-11-2-7,0.69,,"
"
232,335,261321,dessert šokolaadi zott 0.175kg,SH-11-2-2,0.69,,"
"
233,336,269163,õun paula idared 1kl kg,SH-12-5-27,0.69,,"
"
234,337,811466,kivisool jämedateraline rimi basic 1kg,SH-13-12-77,0.69,,"
"
235,338,1007304,kaerahelbepuder digestion nesvita 0.035kg,SH-13-2-12,0.69,,"
"
236,339,1359644,mineraalvesi karboniseeritud neptunas 0.5l,SH-3-12-8,0.69,,"
"
237,340,813137,mikropopkorn võimaitseline rimi 0.09kg,SH-9-8-19,0.69,0.92,"regular
"
238,341,813128,mikropopkorn soolane rimi 0.09kg,SH-9-8-19,0.69,,"
"
239,333,946370,kohuke mooniseemnetega aasa 0.04kg,SH-11-2-7,0.69,,"
"
240,322,914487,kohuke mustika ja belgia šokol aasa 0.04kg,SH-11-2-7,0.69,,"
"
241,307,812124,kassisööt nutribalance veiselihaga 0.085kg,SH-7-1-1,0.69,,"
"
242,318,1367772,porgandi-õuna-maasikanektar rimi 0.33l,SH-3-8-3,0.69,,"
"
243,286,201162,jäätis vanilli väike tom 0.06kg 0.09l,SH-4-1-9,0.69,0.89,"loyalty
"
244,288,296685,sõõrik valge glasuuriga mantinga 0.055kg,SH-6-6,0.69,,"
"
245,289,261558,biskviitmaius kinder pingui coconut 0.031kg,SH-11-2-7,0.69,,"
"
246,292,261595,jäätis šokol gl pähkl väike tom 0.06kg,SH-4-1-9,0.69,0.89,"loyalty
"
247,295,136902,vormiküpsised vanilli kalev 0.163kg,SH-9-5-5,0.69,0.99,"loyalty
"
248,296,136900,vormiküpsised sidruni kalev 0.163kg,SH-9-5-5,0.69,0.99,"loyalty
"
249,321,810766,kasside suupisted ica kana maitsega 0.018kg,SH-7-1-2,0.69,,"
"
250,299,276593,ingver kg,SH-12-2-12,0.69,,"
"
251,297,136898,vormiküpsised rosina kalev 0.163kg,SH-9-5-5,0.69,0.99,"loyalty
"
252,302,954281,bo singi-juustupirukas pärmitaig 0.08kg,SH-6-6,0.69,,"
"
253,304,992856,kohupiim ricotta piimameister otto 0.2kg,SH-11-4-21,0.69,,"
"
254,308,810767,kasside suupisted ica lõhe maitsega 0.018kg,SH-7-1-2,0.69,,"
"
255,311,102747,šokolaadimedal kalev 0.015kg,SH-9-9-21,0.69,,"
"
256,314,1002272,batoon nestle fitness honey almonds 0.0235kg,SH-13-3-17,0.69,,"
"
257,315,1367769,porgandinektar rimi 0.33l,SH-3-8-3,0.69,,"
"
258,316,1367768,banaaninektar rimi 0.33l,SH-3-8-3,0.69,,"
"
259,317,1367770,porgandi-õuna-virsikunektar rimi 0.33l,SH-3-8-3,0.69,,"
"
260,300,273253,jäätis lehmakommi väike tom 0.06kg,SH-4-1-9,0.69,0.89,"loyalty
"
261,350,162637,kanasupp nuudlitega knorr 0.012kg,SH-13-8-41,0.71,,"
"
262,352,804288,tee puuvilja rimi basic 0kg,SH-13-17-96,0.71,,"
"
263,351,162636,püreesupp šampinjoni knorr 0.015kg,SH-13-8-41,0.71,,"
"
264,349,162639,kanapüreesupp knorr 0.016kg,SH-13-8-41,0.71,,"
"
265,346,1007233,kiirkaerapuder maasikatega activus 0.06kg,SH-13-2-12,0.71,0.97,"loyalty
"
266,347,1007223,kiirtatrapuder kanaga activus 0.06kg,SH-13-2-12,0.71,0.97,"loyalty
"
267,348,162638,püreesupp puraviku knorr 0.015kg,SH-13-8-41,0.71,,"
"
268,343,1007224,kiirkaerapuder vaarikatega activus 0.06kg,SH-13-2-12,0.71,0.97,"loyalty
"
269,369,901680,bo liha-riisipirukas pärmitaignast 0.075kg,SH-6-6,0.72,,"
"
270,368,276880,bo kohupiimasaiake eesti pagar as 0.07kg,SH-6-6,0.72,,"
"
271,367,7270682,koerasööt lambaga c4p premium 0.1kg,SH-7-2-4,0.72,,"
"
272,366,7270676,koerasööt kanaga club 4paws premium 0.1kg,SH-7-2-4,0.72,,"
"
273,365,1368070,en.jook burn peach zero magusainetega 0.33l,SH-3-4,0.72,,"
"
274,364,1006777,pastillid marjamaitselised tic tac 0.018kg,SH-9-7,0.72,,"
"
275,362,915806,mahlapulk sidruni-laimi twister 0.071kg,SH-4-1-5,0.72,,"
"
276,361,137329,pastillid laimimaitselised halls 0.0335kg,SH-9-7,0.72,,"
"
277,359,1366910,energiajook burn original 0.33l,SH-3-4,0.72,,"
"
278,358,165255,pastillid maasikamaitselised tic tac 0.018kg,SH-9-7,0.72,,"
"
279,357,165254,pastillid apelsinimaitselised tic tac 0.018kg,SH-9-7,0.72,,"
"
280,356,165253,pastillid mündimaitselised tic tac 0.018kg,SH-9-7,0.72,,"
"
281,355,162281,meresool joodiga droga peensool 0.5kg,SH-13-12-77,0.72,,"
"
282,354,100967,pastillid mee&sidruni halls 0.0335kg,SH-9-7,0.72,,"
"
283,353,100909,pastillid extra strong halls 0.0335kg,SH-9-7,0.72,,"
"
284,360,182237,piimašokolaad oreo täidisega milka 0.037kg,SH-9-9-21,0.72,,"
"
285,370,177261,kuldsed pärlid dr.oetker 0.01kg,SH-13-13-82,0.73,,"
"
286,371,927922,jõhvika-mannavaht 0.2kg,SH-16-2,0.73,,"
"
287,382,1364649,mineraalvesi rimi karboniseeritud 1.5l,SH-3-12-8,0.74,,"
"
288,383,812123,kassisööt nutribalance lõhega 0.085kg,SH-7-1-1,0.74,,"
"
289,381,1364661,mineraalvesi rimi karboniseerimata 1.5l,SH-3-12-8,0.74,,"
"
290,377,812136,"kassisööt nutribalance kana,kalkun 0.085kg",SH-7-1-1,0.74,,"
"
291,379,195829,valge šokolaadi batoon lion 2-pakk 0.06kg,SH-9-9-21,0.74,,"
"
292,378,812132,"kassisööt nutribalance lõhega,steril.85g",SH-7-1-1,0.74,,"
"
293,380,812122,kassisööt nutribalance loomal.linnul.85g,SH-7-1-1,0.74,,"
"
294,405,105050,küpsetuspulber santa maria 0.045kg,SH-13-13-83,0.75,,"
"
295,406,108235,sidrunhape santa maria 0.03kg,SH-13-13-81,0.75,,"
"
296,407,804291,tee must rimi basic 0kg,SH-13-17-95,0.75,,"
"
297,408,164383,kaerahelbed tartu mill 0.5kg,SH-13-2-9,0.75,,"
"
298,409,177825,müslibatoon šokolaadi nestle 0.035kg,SH-13-3-17,0.75,,"
"
