,id,desc,category,price,old_price,discount_type
0,653703,Tuletikud Rimi,10-54-105,0.08,,"
"
3,277122,Mitmeviljakukkel 35g,SH-6-6,0.18,,"
"
4,267403,Presspärm Nordic 50g,SH-13-13-83,0.19,,"
"
5,124854,Pulgakomm Fazer Muumi 8g,SH-9-6-11,0.19,,"
"
6,808709,Kohvijook lahustuv 3in1 Rimi 18g,SH-13-9-47,0.19,,"
"
7,156466,Kohvijook Jacobs 3in1 mixes 15.2g,SH-13-9-47,0.22,,"
"
8,812163,Toiduželatiin Rimi Basic 20g,SH-13-13-80,0.24,,"
"
17,194437,"Kakaojook Opti Start Nesquik 13,5 g",SH-13-5,0.25,,"
"
16,193844,Kohv lahustuv 3in1 strong Nescafé 17g,SH-13-9-47,0.25,,"
"
15,193837,"Kohv lahustuv 3in1 Nescafé Classic 16,5g",SH-13-9-47,0.25,,"
"
14,257086,Kohupiimadessert gl. vanilli Jeppi 38g,SH-11-2-7,0.25,,"
"
13,193835,Kohvijook lahustuv 2in1 Nescafé 8g,SH-13-9-47,0.25,,"
"
10,193845,"Kohv lahustuv 3in1 pruun suhkur Nescafe 16,5g",SH-13-9-47,0.25,,"
"
18,198508,"Kohvijook lahustuv karamel. Jacobs 3in1 16,9g",SH-13-9-47,0.26,,"
"
19,172940,Kohvijook lahustuv 2in1 Jacobs 14g,SH-13-9-47,0.27,,"
"
20,175906,"Kohvijook lahustuv Cafe Latte Jacobs 12,5g",SH-13-9-47,0.27,,"
"
25,101372,Närimiskommid Red Band Tutti Frutti 15g,SH-9-3-2,0.29,,"
"
26,812162,Sidrunhape Rimi Basic 30g,SH-13-13-81,0.3,,"
"
28,811931,Kanalihamaitselised kiirnuudlid Rimi Basic 50,SH-13-8-39,0.31,,"
"
29,812182,Veiseliham. kiirnuudlid Rimi Basic 50g,SH-13-8-39,0.31,,"
"
27,814058,Kuivpärm Rimi Basic 12g,SH-13-13-83,0.31,,"
"
35,163121,Mesi Korio 25g,SH-13-10-53,0.32,,"
"
36,812161,Vanilliinsuhkur Rimi Basic 35g,SH-13-13-81,0.34,,"
"
40,811966,Küpsised Rimi Basic Klassik 155g,SH-9-5-5,0.35,,"
"
41,269082,Kohuke vanilli Karums 45g,SH-11-2-7,0.35,0.45,"regular
"
42,113612,"Nätsukomm erinevad maitsed Mamba 26,5g",SH-9-3-2,0.35,,"
"
43,1358802,"Allikavesi karboniseerimata Rimi Kids 0,5l",SH-3-12-8,0.35,,"
"
44,1358811,"Allikavesi karboniseeritud Rimi 0,5l",SH-3-12-8,0.35,,"
"
45,1358820,"Allikavesi karboniseerimata Rimi 0,5l",SH-3-12-8,0.35,,"
"
46,812160,Jahvatatud must pipar Rimi Basic 15g,SH-13-12-75,0.36,,"
"
47,811336,Kohuke karamelliglasuuriga Rimi 38g,SH-11-2-7,0.37,,"
"
48,811346,Kohuke küpsiste ja želeetükkidega Rimi 38g,SH-11-2-7,0.37,,"
"
49,811936,Köögiviljamaitselised kiirnuudlid Rimi Basic,SH-13-8-39,0.37,,"
"
64,257082,Kakaodessert gl. šokolaadi Jeppi 38g,SH-11-2-7,0.39,,"
"
65,257084,Kohupiimadessert gl. vaarika Jeppi 38g,SH-11-2-7,0.39,,"
"
66,269083,Kohuke šokolaadi Karums 45g,SH-11-2-7,0.39,0.49,"regular
"
63,949418,Kohupiimadessert valge gl. Jeppi 38g,SH-11-2-7,0.39,,"
"
68,101375,Vahvlibatoon Fazer Suffeli 21g,SH-9-9-21,0.39,,"
"
69,1350162,"Joogivesi Saaremaa 0,5l",SH-3-12-8,0.39,,"
"
71,196749,"Maasikajook Limpa 0,25l",SH-3-8-2,0.39,,"
"
67,269085,Kohuke karamelli Karums 45g,SH-11-2-7,0.39,0.49,"regular
"
62,811957,Kiirsupp Rimi Express kana ja nuudlitega 14g,SH-13-8-41,0.39,,"
"
55,812372,"Mahlajook Rimi apelsini,banaani,virsiku 200ml",SH-3-8-2,0.39,,"
"
60,269071,Kohuke kookose Karums 45g,SH-11-2-7,0.39,0.54,"regular
"
58,987102,Kohuke maasika Karums 45g,SH-11-2-7,0.39,0.51,"regular
"
57,805782,Kassisööt Purrrfect linnul. tükid kastm. 100g,SH-7-1-1,0.39,,"
"
56,812378,Mahlajook Rimi multipuuvilja 200ml,SH-3-8-2,0.39,,"
"
61,811953,Tomati-kiirsupp Rimi Express nuudlitega 21g,SH-13-8-41,0.39,,"
"
54,1003246,Kohvijook lahustuv cappuccino Nescafe 15g,SH-13-9-47,0.39,,"
"
53,812630,Õunamahlajook Rimi 200ml,SH-3-8-2,0.39,,"
"
51,128630,Kummikommid Red Band Tutti Frutti Hearts 15g,SH-9-3-2,0.39,,"
"
50,812371,"Mahlajook Rimi virsiku ja viinamarja 0,2l",SH-3-8-2,0.39,,"
"
72,804290,Tee ürdi kummeli Rimi Basic 20g,SH-13-17-98,0.41,,"
"
73,809242,Karamellid münt Rimi Basic 100g,SH-9-3-3,0.41,,"
"
74,937834,Mangokohuke Karums 45g,SH-11-2-7,0.42,0.54,"regular
"
77,804228,Makaron Knees-sarveke Rimi Basic 400g,SH-13-14-20,0.43,,"
"
78,995341,Mini lihapirukas Cannelle 20g,SH-6-6,0.43,,"
"
75,812875,Kohvikoor Rimi Basic 10% 200ml,SH-11-5-24,0.43,,"
"
76,811315,Rohelised oliivid Rimi Basic kivid. 180g/70g,SH-13-10-56,0.43,,"
"
79,147406,Lahustuv pärm Dr.Oetker 7g,SH-13-13-83,0.44,,"
"
80,1350294,"Vesi gaasiga Saaremaa 0,5l",SH-3-12-8,0.44,,"
"
