,id,desc,category,price,old_price,discount_type
92,299322,Dessert Zottis vanilje Zott 115g,SH-11-2-2,0.45,,"
"
91,299158,Dessert Zottis šhokolaadi Zott 115g,SH-11-2-2,0.45,,"
"
90,162138,Nätsukommid hapu õuna Chewits Xtreme 30g,SH-9-3-2,0.45,,"
"
89,100973,Nätsukommid maasikamaitselised Chewits 29g,SH-9-3-2,0.45,,"
"
88,150324,Vahukoore tardaine Dr.Oetker 9g,SH-13-13-79,0.45,,"
"
86,138796,Kartulipuder või ja tilliga 5 min. Maggi 35g,SH-13-8-40,0.45,,"
"
82,276039,"Kartul pesemata, kg Eesti",SH-12-1-1,0.45,,"
"
81,812164,Must pipar Rimi Basic 20g,SH-13-12-75,0.45,,"
"
87,138797,Kartulipuder rõõsakoorega 5 min. Maggi 35g,SH-13-8-40,0.45,,"
"
95,167976,Müslibatoon maasika ja jogurti Herkuless 25g,SH-13-3-17,0.46,,"
"
98,805808,Kassisööt Purrrfect kala lihaga 100g,SH-7-1-1,0.47,,"
"
96,805800,Kassisööt Purrrfect loomalihaga 100g,SH-7-1-1,0.47,,"
"
97,805807,"Kassisööt Purrrfect loomalihaga,linnulih,100g",SH-7-1-1,0.47,,"
"
99,805779,Müslibatoon metsamarja jogurti Rimi 30g,SH-13-3-17,0.48,,"
"
