,id,desc,category,price,old_price,discount_type
0,653703,Tuletikud Rimi,10-54-105,0.08,,"
"
1,277122,Mitmeviljakukkel 35g,SH-6-6,0.18,,"
"
2,267403,Presspärm Nordic 50g,SH-13-13-83,0.19,,"
"
3,124854,Pulgakomm Fazer Muumi 8g,SH-9-6-11,0.19,,"
"
4,808709,Kohvijook lahustuv 3in1 Rimi 18g,SH-13-9-47,0.19,,"
"
5,156466,Kohvijook Jacobs 3in1 mixes 15.2g,SH-13-9-47,0.22,,"
"
6,812163,Toiduželatiin Rimi Basic 20g,SH-13-13-80,0.24,,"
"
7,193845,"Kohv lahustuv 3in1 pruun suhkur Nescafe 16,5g",SH-13-9-47,0.25,,"
"
8,193835,Kohvijook lahustuv 2in1 Nescafé 8g,SH-13-9-47,0.25,,"
"
9,257086,Kohupiimadessert gl. vanilli Jeppi 38g,SH-11-2-7,0.25,,"
"
10,194437,"Kakaojook Opti Start Nesquik 13,5 g",SH-13-5,0.25,,"
"
11,193844,Kohv lahustuv 3in1 strong Nescafé 17g,SH-13-9-47,0.25,,"
"
12,193837,"Kohv lahustuv 3in1 Nescafé Classic 16,5g",SH-13-9-47,0.25,,"
"
13,198508,"Kohvijook lahustuv karamel. Jacobs 3in1 16,9g",SH-13-9-47,0.26,,"
"
14,172940,Kohvijook lahustuv 2in1 Jacobs 14g,SH-13-9-47,0.27,,"
"
15,175906,"Kohvijook lahustuv Cafe Latte Jacobs 12,5g",SH-13-9-47,0.27,,"
"
16,812162,Sidrunhape Rimi Basic 30g,SH-13-13-81,0.3,,"
"
17,811931,Kanalihamaitselised kiirnuudlid Rimi Basic 50,SH-13-8-39,0.31,,"
"
18,812182,Veiseliham. kiirnuudlid Rimi Basic 50g,SH-13-8-39,0.31,,"
"
19,814058,Kuivpärm Rimi Basic 12g,SH-13-13-83,0.31,,"
"
20,163121,Mesi Korio 25g,SH-13-10-53,0.32,,"
"
21,812161,Vanilliinsuhkur Rimi Basic 35g,SH-13-13-81,0.34,,"
"
22,811966,Küpsised Rimi Basic Klassik 155g,SH-9-5-5,0.35,,"
"
23,269082,Kohuke vanilli Karums 45g,SH-11-2-7,0.35,0.45,"regular
"
